normal_form,type,variants_in_text,count
элвин,PER,элвин,1
элберет гилтонизли,PER,элберет гилтонизли,1
эланор златовласка,PER,эланор златовласка,1
девятка,LOC,девяткой,1
эдро,PER,эдро,1
эдорасы,PER,эдорасы,1
девяти хранители,LOC,девяти хранителей,1
эдорасу,LOC,эдорасу,1
эдорас светозар,LOC,эдорас светозар,1
эдвин,PER,эдвин,1
элладам,PER,элладам,1
элессару эльфийский,PER,элессару эльфийскому,1
элессар-эльфийский берилл,PER,элессар-эльфийский берилл,1
эленнас,PER,эленнас,1
эленна,LOC,эленна,1
элендимир,PER,элендимир,1
элендила,LOC,элендила,1
элендил прекрасный,PER,элендила прекрасного,1
анарионе,PER,анарионе,1
девятерых хранители кольца,LOC,девятерых хранителей кольца,1
амротская гавань,LOC,амротской гавани,1
андуинские броды,LOC,андуинские броды,1
дина,PER,дина,1
андуине великий,LOC,андуине великом,1
дин,PER,дином,1
андрилом,PER,андрилом,1
андрила,PER,андрила,1
элендил обособлялись,LOC,элендила обособлялись,1
элендил нуменорский,PER,элендила нуменорского,1
элендил высоком,PER,элендиле высоком,1
димхолт,PER,димхолта,1
элен,PER,элен,1
эльдар,PER,эльдара,1
диколесья,PER,диколесья,1
диковинный,PER,диковинный,1
элронде мудром,PER,элронде мудром,1
элронда-они,PER,элронда-они,1
элронда глоин,PER,элронда глоин,1
элорас,LOC,элораса,1
элленас,PER,элленас,1
эльфийского,PER,эльфийского,1
эльфийским воротам,PER,эльфийским воротам,1
эльфийским бериллом,PER,эльфийским бериллом,1
эльфийский светильник,PER,эльфийский светильник,1
эльфийские,PER,эльфийские,1
эльфам,PER,эльфам,1
эльдары приплывали,LOC,эльдары приплывали,1
амон амарт,PER,амон амарт,1
амбарон,PER,амбарон,1
амбар,LOC,амбар,1
алмазы,PER,алмазы,1
алмазный,PER,алмазным,1
алдор,PER,алдор,1
ангмарское царство,LOC,ангмарское царство,1
ангмарского царя-ведьмака,LOC,ангмарского царя-ведьмака,1
ангмарский край,LOC,ангмарским краем,1
дивных,PER,дивных,1
дивный народ,LOC,дивный народ,1
ангбэнд,PER,ангбэнда,1
ангбэнд,LOC,ангбэнде,1
ангбор ламедонский,PER,ангбор ламедонский,1
деспоту,PER,деспоту,1
эльдарская гавань,LOC,эльдарской гавани,1
эльдарами,PER,эльдарами,1
дернхельме,PER,дернхельме,1
эльдара-заморского,PER,эльдара-заморского,1
эовин фарамиру,PER,эовин фарамиру,1
державный властитель колец,PER,державный властитель колец,1
энди,PER,энди,1
энвинъятар,PER,энвинъятар,1
эмроса,PER,эмроса,1
дол,LOC,дола,1
эмин бераид,PER,эмин бераид,1
эльфы,PER,эльфы,1
эльфхельмовы,PER,эльфхельмовы,1
дозорная площадка,LOC,дозорную площадку,1
эред-литуи,PER,эред-литуи,1
доверься эомеру,PER,доверься эомеру,1
добрый правитель мардил,PER,добрый правитель мардил,1
добравшиеся,LOC,добраться,1
